,genres,release_date,price,id,game_name
97504,Action,2017-03-21,Free to Play,569683,Toukiden 2 - Mitama: Sarutobi Sasuke - Toukiden 2 - Mitama: Sarutobi Sasuke
97505,Action,2017-03-21,Free to Play,569682,Toukiden 2 - Mitama: Sanada Nobuyuki - Toukiden 2 - Mitama: Sanada Nobuyuki
97507,Action,2017-03-21,Free to Play,569680,Toukiden 2 - Armor: Tenko Outfit - Toukiden 2 - Armor: Tenko Outfit
97509,"Adventure, Indie",2017-03-23,1.99,611740,Stories Untold Official Soundtrack - Stories Untold Official Soundtrack
97510,Casual,2017-03-23,0.99,611530,Flagster - Flagster
97511,"Indie, Strategy",2017-03-23,14.99,564470,Battle for Orion 2 - Battle for Orion 2
97512,"Action, Indie",2017-03-23,0.99,591560,Red Death - Red Death
97513,"Action, Indie",2017-03-23,8.99,496620,Monster Slayers - Monster Slayers
97514,"Action, Casual, Indie, Simulation, Early Access",2017-03-23,12.99,590600,LifeBase - LifeBase
97515,"Action, Racing, Simulation, Sports",2017-03-23,4.99,491280,Drift Horizon Online - Drift Horizon Online
97516,"Action, Casual, Indie",2017-03-24,Free To Play,582100,Beats Fever - Big Apple - Beats Fever - Big Apple
97518,Audio Production,2017-03-24,5.99,525971,Rytmik Ultimate – Voice & Acoustic Expansion - Rytmik Ultimate – Voice &amp; Acoustic Expansion
97520,"Action, Indie",2017-03-24,14.99,487040,88 Heroes - 88 Heroes
97521,"Casual, Indie, Strategy",2017-03-25,9.99,595930,Steam: Rails to Riches - Steam: Rails to Riches
97522,"Action, Indie",2017-03-25,4.99,543180,Infinite Tanks - Infinite Tanks
97524,"Casual, Indie, Strategy",2017-03-27,4.99,596822,Steam: Rails to Riches - Northern England Map - Steam: Rails to Riches - Northern England Map
97526,"Casual, Indie, Strategy",2017-03-27,4.99,596821,Steam: Rails to Riches - USA-Canada Map - Steam: Rails to Riches - USA-Canada Map
97527,"Casual, Indie, Strategy",2017-03-27,4.99,596820,Steam: Rails to Riches - Carcassonne Map - Steam: Rails to Riches - Carcassonne Map
97528,"Casual, Indie, Strategy",2017-03-27,4.99,596823,Steam: Rails to Riches - Belgium & Luxembourg Map - Steam: Rails to Riches - Belgium &amp; Luxembourg Map
97529,"Action, Adventure, Indie, Strategy",2017-03-27,1.99,599800,Easy Magic - Easy Magic
97530,"Free to Play, Massively Multiplayer, RPG, Strategy",2017-03-27,Free To Play,542480,Therian Saga - Therian Saga
97532,"Adventure, Indie",2017-03-27,9.99,556500,Quern - Undying Thoughts (Original Soundtrack) - Quern - Undying Thoughts (Original Soundtrack)
97533,"Adventure, Casual",2017-03-27,9.99,609340,Twilight Phenomena: The Lodgers of House 13 Collector's Edition - Twilight Phenomena: The Lodgers of House 13 Collector's Edition
97534,Strategy,2017-03-27,Free To Play,529870,Microgons - Microgons
97535,RPG,2017-03-27,19.99,541450,Operation Abyss: New Tokyo Legacy / 東京新世録 オペレーションアビス - Operation Abyss: New Tokyo Legacy / 東京新世録 オペレーションアビス
97537,"Casual, Indie",2017-03-28,0.99,611980,Oik 2 - Oik 2
97538,"Casual, Indie, Racing",2017-03-28,2.99,584191,Mantis Burn Racing® - Elite Class - Mantis Burn Racing® - Elite Class
97539,"Action, Adventure, Indie",2017-03-28,16.99,552970,Sumoman - Sumoman
97540,Strategy,2017-04-20,8.99,512035,Civilization VI - Persia and Macedon Civilization & Scenario Pack - Civilization VI - Persia and Macedon Civilization &amp; Scenario Pack
97541,"Casual, Indie, Racing",2017-03-28,Free,584190,Mantis Burn Racing® - Snowbound Pack - Mantis Burn Racing® - Snowbound Pack
97548,Indie,2017-03-28,14.99,383980,Rivals of Aether - Rivals of Aether
97549,"Action, Indie, Sports",2017-03-28,9.99,508530,HackyZack - HackyZack
97561,"Action, Casual, Indie",2017-03-28,11.99,296300,Ballistic Overkill - Ballistic Overkill
97562,Action,2017-03-28,Free to Play,593880,Street Fighter V CFN Beta - Street Fighter V CFN Beta
97563,"Action, Indie",2017-03-28,9.99,607490,HAUNTED: Halloween '86 (The Curse Of Possum Hollow) - HAUNTED: Halloween '86 (The Curse Of Possum Hollow)
97565,Simulation,2017-03-28,17.99,615420,San Diego International [KSAN] airport for Tower!3D Pro - San Diego International [KSAN] airport for Tower!3D Pro
97568,"Action, Indie",2017-01-01,5.99,493820,Rivais Em Batalha - Rivais Em Batalha
97572,"Action, Indie, Simulation, Early Access",2017-03-30,9.99,595360,NIGHTSTAR: Rogue Wings - NIGHTSTAR: Rogue Wings
97574,"Simulation, Early Access",2017-03-30,17.99,285380,On The Road - On The Road
97575,"Action, Indie",2017-03-30,7.99,407110,Swarm Universe - Swarm Universe
97576,"Action, Casual, Indie",2017-03-30,3.99,605160,Perfect Plan - Perfect Plan
97577,"Adventure, Indie",2017-03-30,19.99,569860,Thimbleweed Park™ - Thimbleweed Park™
97578,"Action, Adventure, Indie, Early Access",2017-03-30,9.99,577280,SCALPERS: Turtle & the Moonshine Gang - SCALPERS: Turtle &amp; the Moonshine Gang
97583,"Action, Indie",2017-03-30,9.99,591640,Light It ~ てらし鬼 ~ - Light It ~ てらし鬼 ~
97584,"Action, Adventure, Free to Play, Massively Multiplayer, RPG, Strategy",2017-03-30,Free,575720,Mighty Party - Mighty Party
97585,Simulation,2017-03-30,59.99,269950,X-Plane 11 - X-Plane 11
97586,Simulation,2017-03-30,Free,582571,X-Plane 11 - Global Scenery: Asia - X-Plane 11 - Global Scenery: Asia
97587,Simulation,2017-03-30,Free,582573,X-Plane 11 - Global Scenery: Europe - X-Plane 11 - Global Scenery: Europe
97588,Simulation,2017-03-30,Free,582572,X-Plane 11 - Global Scenery: Australia - X-Plane 11 - Global Scenery: Australia
97589,Simulation,2017-03-30,Free,582575,X-Plane 11 - Global Scenery: South America - X-Plane 11 - Global Scenery: South America
97590,Simulation,2017-03-30,Free,582570,X-Plane 11 - Global Scenery: Africa - X-Plane 11 - Global Scenery: Africa
97591,Simulation,2017-03-30,Free,582574,X-Plane 11 - Global Scenery: North America - X-Plane 11 - Global Scenery: North America
97593,Action,2017-03-31,0.99,598340,Lament - Lament
97594,Action,2017-03-31,5.99,550381,DoDonPachi Resurrection Arrange Album - DoDonPachi Resurrection Arrange Album
97597,"Action, Adventure",2017-03-31,Free,593270,Call of Duty®: Infinite Warfare - UK Special Forces VO Pack - Call of Duty®: Infinite Warfare - UK Special Forces VO Pack
97598,"Casual, Indie, Strategy",2017-03-31,9.99,531780,Castle Explorer - Castle Explorer
97599,"Casual, Indie, RPG",2017-03-06,0.99,600210,RoboMatch - RoboMatch
97600,"Adventure, Indie",2017-03-17,4.99,612650,Kona Original Soundtrack - Kona Original Soundtrack
97601,"Action, Indie, Racing",2017-03-31,1.99,544310,Jumps - Jumps
97603,"Adventure, Free to Play, Indie, RPG",2014-01-21,Free,594310,Reflection of a Fallen Feather - Reflection of a Fallen Feather
97604,"Action, Adventure, Free to Play, Indie",2016-09-05,Free,594300,Chasing Styx - Chasing Styx
97605,"Action, Indie",2017-03-31,0.99,602390,Master of Mayhem Soundtrack - Master of Mayhem Soundtrack
97606,"Action, Casual, Indie",2017-03-31,0.99,576130,State of Anarchy: Master of Mayhem - State of Anarchy: Master of Mayhem
97607,"Adventure, Indie",2017-03-31,0.99,618030,Arcade Tale - Arcade Tale
97610,"Indie, Strategy",2011-01-16,0.99,578870,MegaGlest - MegaGlest
97611,"Indie, RPG",2017-04-03,0.99,618180,"Max, an Autistic Journey - Max's Birthday DLC - Max, an Autistic Journey - Max's Birthday DLC"
97612,"Action, Casual, Indie, Racing, Simulation, Sports",2017-03-01,6.99,601590,BattleTrucks - BattleTrucks
97613,"Indie, Simulation",2017-04-03,Free To Play,611210,Aerofly FS 2 - USA Utah - Aerofly FS 2 - USA Utah
97614,"Casual, Indie, Simulation, Strategy",2017-04-03,4.99,577730,Idle Evolution - Idle Evolution
97615,"Indie, Strategy",2017-04-03,7.99,542160,War for the Overworld - My Pet Dungeon Expansion - War for the Overworld - My Pet Dungeon Expansion
97616,Adventure,2013-10-22,19.99,572730,Nancy Drew®: The Silent Spy - Nancy Drew®: The Silent Spy
97617,"Action, Indie",2017-04-03,1.99,618480,League of Evil: Soundtrack + Extras - League of Evil: Soundtrack + Extras
97618,"Action, Adventure, Casual, Indie",2017-04-03,9.99,610270,Bloody Trapland 2: Curiosity - Soundtrack - Bloody Trapland 2: Curiosity - Soundtrack
97620,"RPG, Simulation, Strategy",2017-04-03,18.99,616180,Collection - Crusader Kings II: Ultimate Unit Pack - Collection - Crusader Kings II: Ultimate Unit Pack
97621,"RPG, Simulation, Strategy",2017-04-03,24.99,616160,Collection - Crusader Kings II: Ultimate Music Pack - Collection - Crusader Kings II: Ultimate Music Pack
97624,"RPG, Simulation, Strategy",2017-04-03,6.99,616210,Collection - Crusader Kings II: Dynasty Shield Pack - Collection - Crusader Kings II: Dynasty Shield Pack
97625,"Adventure, Indie, Simulation, Strategy",2017-04-03,3.99,567200,Incorp Inc - Incorp Inc
97627,"Casual, Indie, Racing, Simulation",2017-04-03,1.99,616600,Blue-Collar Astronaut - OST by Charlie Armour - Blue-Collar Astronaut - OST by Charlie Armour
97628,Simulation,2017-04-03,29.99,610910,Trainz Route: Legacy of the Burlington Northern II - Trainz Route: Legacy of the Burlington Northern II
97629,"Adventure, Casual, Indie, RPG, Strategy",2017-04-03,0.99,611942,Item Pack for Arcane RE-Raise - Item Pack for Arcane RE-Raise
97630,"Adventure, Casual, Indie, RPG, Strategy",2017-04-03,3.99,611941,Extra Character (Male #4) + Item Pack for Arcane RE-Raise - Extra Character (Male #4) + Item Pack for Arcane RE-Raise
97631,Sports,2017-07-20,49.99,435020,AFL Evolution - AFL Evolution
97632,"Adventure, Casual, Indie, RPG, Strategy",2017-04-03,3.99,611940,Extra Character (Male #3) + Item Pack for Arcane RE-Raise - Extra Character (Male #3) + Item Pack for Arcane RE-Raise
97633,"Adventure, Casual, Indie, RPG, Strategy",2017-04-03,3.99,611924,Extra Character (Male #1) + Item Pack for Arcane RE-Raise - Extra Character (Male #1) + Item Pack for Arcane RE-Raise
97634,"Adventure, Casual, Indie, RPG, Strategy",2017-04-03,3.99,611922,Extra Character (Female #3) + Item Pack for Arcane RE-Raise - Extra Character (Female #3) + Item Pack for Arcane RE-Raise
97635,"Adventure, Casual, Indie, RPG, Strategy",2017-04-03,3.99,611925,Extra Character (Male #2) + Item Pack for Arcane RE-Raise - Extra Character (Male #2) + Item Pack for Arcane RE-Raise
97636,"Adventure, Casual, Indie, RPG, Strategy",2017-04-03,3.99,611923,Extra Character (Female #4) + Item Pack for Arcane RE-Raise - Extra Character (Female #4) + Item Pack for Arcane RE-Raise
97638,"Action, Indie, Racing, Sports",2017-04-04,1.99,457192,Rocket League®  - The Fate of the Furious™ Ice Charger - Rocket League®  - The Fate of the Furious™ Ice Charger
97640,Action,2017-04-04,39.99,578330,LEGO City Undercover - LEGO City Undercover
97644,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy",2017-04-04,6.99,585090,Black River - Black River
97646,"Casual, Indie",2017-04-04,4.99,592660,Zen Garden - Zen Garden
97650,"Action, Simulation, Strategy",2017-04-03,9.99,562420,Armor Clash II [RTS] - Armor Clash II [RTS]
97652,"Action, Adventure, Indie, Simulation, Early Access",2017-04-04,14.99,597920,Survivalizm - The Animal Simulator - Survivalizm - The Animal Simulator
97653,Action,2017-04-03,0.99,618540,Slug Blast - Slug Blast
97654,"Free to Play, Massively Multiplayer, RPG",2012-07-19,Free To Play,542590,SoulSaverOnline - SoulSaverOnline
97657,"Adventure, Indie",2017-03-31,4.99,590270,Catsby - Catsby
97658,"Adventure, Indie, RPG",2017-04-07,1.99,612070,Kio's Adventure - Kio's Adventure
97659,"RPG, Simulation, Strategy",2017-04-05,9.99,587440,Galactic Keep - Galactic Keep
97661,Simulation,2017-04-06,14.99,602800,FSX Steam Edition: Toposim US Southwest Add-On - FSX Steam Edition: Toposim US Southwest Add-On
97662,Simulation,2017-04-06,12.99,536541,FSX Steam Edition: Northrop F-89 Scorpion Add-On - FSX Steam Edition: Northrop F-89 Scorpion Add-On
97663,Simulation,2017-04-06,14.99,602810,FSX Steam Edition: Toposim US West Coast Add-On - FSX Steam Edition: Toposim US West Coast Add-On
97665,Simulation,2017-04-06,19.99,376955,Train Simulator: CRH 380A High Speed Train Add-On - Train Simulator: CRH 380A High Speed Train Add-On
97666,Simulation,2017-04-06,29.99,376954,Train Simulator: South West China High Speed Route Add-On - Train Simulator: South West China High Speed Route Add-On
97667,"Action, Indie, RPG",2017-04-06,4.99,476030,Johnny Graves—The Unchosen One - Johnny Graves—The Unchosen One
97668,"Simulation, Strategy",2017-04-06,19.99,553280,Stellaris: Utopia - Stellaris: Utopia
97669,"Simulation, Strategy",2017-04-06,19.99,610010,Scourge of War: Wavre - Scourge of War: Wavre
97670,"Casual, Indie, Simulation, Strategy",2017-04-30,0.99,612310,GORB - GORB
97671,"Action, Casual, Indie",2017-04-07,0.99,617710,Cannons-Defenders: Steam Edition - Cannons-Defenders: Steam Edition
97672,Indie,2017-04-07,4.99,552900,Fields XY - Fields XY
97674,"Action, Adventure, Indie",2017-04-07,7.99,448320,GIBZ - GIBZ
97676,"Indie, Massively Multiplayer, Strategy, Early Access",2017-04-07,19.99,599040,Win That War! - Win That War!
97677,Strategy,2017-04-07,2.99,620630,Civil War: 1865 - Civil War: 1865
97678,"Adventure, Casual, Free to Play, Indie",2017-04-05,Free,596710,Kith - Tales from the Fractured Plateaus - Kith - Tales from the Fractured Plateaus
97680,"Action, Casual, Free to Play, Indie",2017-03-25,Free,604950,RGBverse - RGBverse
97682,"Action, Adventure, Indie",2017-04-07,11.99,473530,Slime-san - Slime-san
97684,"Action, Adventure",2017-04-07,4.99,561730,Duke Nukem's Bulletstorm Tour - Duke Nukem's Bulletstorm Tour
97685,"RPG, Strategy",2017-04-10,14.99,589060,"Trapper Knight, Sharpshooter Princess - Trapper Knight, Sharpshooter Princess"
97687,"Action, Indie, Strategy",2017-04-07,9.99,381250,Stardrift Nomads - Stardrift Nomads
97688,"Indie, Simulation",2017-04-05,3.99,619330,Duck Hunting - Duck Hunting
97691,Action,2017-04-08,4.99,546810,Chernobyl: Terrorist Attack - Chernobyl: Terrorist Attack
97693,"Action, Casual, Indie",2017-04-08,0.99,620000,Devade OST - Devade OST
97694,"Casual, Indie, Simulation, Strategy, Early Access",2017-04-08,2.99,619140,Station 21 - Space Station Simulator - Station 21 - Space Station Simulator
97695,"Adventure, Free to Play, Indie",2015-08-14,Free To Play,574740,Fausts Alptraum - Fausts Alptraum
97696,"Adventure, Casual",2017-04-08,9.99,610550,Hidden Expedition: The Pearl of Discord Collector's Edition - Hidden Expedition: The Pearl of Discord Collector's Edition
97698,"Action, Adventure, Casual, Indie",2017-04-09,0.99,619400,Fluffy Creatures VS The World - Fluffy Creatures VS The World
97699,Casual,2017-04-10,9.99,603120,Happy Campers - Happy Campers
97700,Action,2017-04-10,7.99,564280,Adventuring Gentleman - Adventuring Gentleman
97701,Simulation,2011-05-09,49.99,582577,X-Plane 11 - Add-on: Aerosoft - CRJ 200 - X-Plane 11 - Add-on: Aerosoft - CRJ 200
97702,"Action, Adventure, Casual, Indie",2017-04-10,2.99,605250,Cluckles' Adventure - Cluckles' Adventure
97704,"Adventure, Casual",2017-04-10,9.99,622150,Bridge to Another World: Burnt Dreams Collector's Edition - Bridge to Another World: Burnt Dreams Collector's Edition
97708,Indie,2017-04-18,9.99,600660,Kimmy - Kimmy
97709,Action,2017-04-10,19.99,457760,The Signal From Tölva - The Signal From Tölva
97710,"Action, Casual, Indie, Early Access",2017-04-10,14.99,585190,A Gummy's Life - A Gummy's Life
97712,"Action, Adventure, Casual, Indie",2017-04-10,6.99,595480,Hunahpu: way of the Warrior - Hunahpu: way of the Warrior
97713,"Casual, Simulation",2017-04-10,9.99,617610,Japanese Women - Animated Jigsaws - Japanese Women - Animated Jigsaws
97714,"Indie, Strategy",2017-04-10,1.99,619510,100% Orange Juice - Kiriko & NoName Pack - 100% Orange Juice - Kiriko &amp; NoName Pack
97715,"Indie, Strategy",2017-04-10,2.99,600320,TASTEE: Lethal Tactics - Map: Backyard Colosseum - TASTEE: Lethal Tactics - Map: Backyard Colosseum
97716,"Action, Indie",2017-04-10,6.99,508940,Escape Lizards - Escape Lizards
97717,Action,2017-04-10,14.99,601810,Spark the Electric Jester - Spark the Electric Jester
97718,"Action, Indie",2017-03-01,1.99,586160,Dash Fleet - Dash Fleet
97719,"Casual, Free to Play, Indie, Strategy",2017-04-10,Free To Play,582830,SYNCH - SYNCH
97720,Adventure,2017-04-12,11.99,619630,Nightshade Soundtrack - Nightshade Soundtrack
97721,Action,2017-04-11,4.99,569689,Toukiden 2 - Mission Collection Set 3 - Toukiden 2 - Mission Collection Set 3
97723,Action,2017-04-11,1.99,569690,Toukiden 2 - Armor: Hayatori Outfit / Horo Outfit - Toukiden 2 - Armor: Hayatori Outfit / Horo Outfit
97724,"Adventure, Indie",2017-04-11,19.99,552590,The Sexy Brutale - The Sexy Brutale
97725,"Casual, Indie, Strategy",2017-04-11,0.99,612380,Cryptocracy - Cryptocracy
97726,"Action, Adventure",2017-04-11,19.99,460790,Bayonetta - Bayonetta
97729,"Action, Adventure, Indie",2017-04-11,39.99,360830,Yooka-Laylee - Yooka-Laylee
97730,"Action, Adventure",2017-04-11,3.99,564251,Yooka-Laylee Digital Artbook - Yooka-Laylee Digital Artbook
97731,"Action, Adventure",2017-04-11,9.99,564250,Yooka-Laylee Soundtrack - Yooka-Laylee Soundtrack
97736,"Action, Indie",2017-04-11,14.99,499890,Aaero - Aaero
97737,"RPG, Strategy",2017-04-11,19.99,473610,Shock Tactics - Shock Tactics
97742,"Adventure, Strategy",2017-04-11,19.99,548840,A Rose in the Twilight / ロゼと黄昏の古城 - A Rose in the Twilight / ロゼと黄昏の古城
97743,Casual,2017-04-11,6.99,619930,Spring Bonus - Spring Bonus
97744,"Action, Indie, Racing, Simulation, Sports",2017-04-11,29.99,587400,Snow Moto Racing Freedom - Snow Moto Racing Freedom
97745,"Casual, Indie, Strategy",2017-04-11,4.99,606300,Divine Ascent - Divine Ascent
97746,"Indie, RPG",2017-04-11,14.99,256460,Cosmic Star Heroine - Cosmic Star Heroine
97752,"Casual, Indie",2017-04-28,1.99,596810,Save Their Souls - Save Their Souls
97753,"Action, Indie",2017-04-11,1.99,622580,Escape Lizards - OST - Escape Lizards - OST
97754,"Adventure, Indie",2017-04-11,4.99,534930,The Eyes of Ara Original Soundtrack - The Eyes of Ara Original Soundtrack
97755,"Adventure, Casual, Indie, RPG, Simulation, Strategy",2017-04-11,3.99,592060,Sons of Triskelion - Sons of Triskelion
97758,Simulation,2017-04-12,39.99,500218,Train Simulator: North Jersey Coast & Morristown Lines Route Add-On - Train Simulator: North Jersey Coast &amp; Morristown Lines Route Add-On
97759,Simulation,2017-04-12,29.99,602814,FSX Steam Edition: Night Environment: France Add-On - FSX Steam Edition: Night Environment: France Add-On
97760,Simulation,2017-04-12,19.99,500247,Train Simulator: NJ TRANSIT® Arrow III EMU Add-On - Train Simulator: NJ TRANSIT® Arrow III EMU Add-On
97761,Simulation,2017-04-12,19.99,500238,FSX Steam Edition: Beechcraft ®T-34B Mentor ® Add-On - FSX Steam Edition: Beechcraft ®T-34B Mentor ® Add-On
97762,"Action, Indie, Racing",2017-04-12,2.99,597720,Stunt Toys - Stunt Toys
97763,Simulation,2017-04-12,24.99,582576,X-Plane 11 - Add-on: Aerosoft - Airport Berlin-Tegel - X-Plane 11 - Add-on: Aerosoft - Airport Berlin-Tegel
97764,"Action, Casual, Indie",2017-04-12,14.99,542220,Rumpus - Rumpus
97765,"Casual, Free to Play, Massively Multiplayer, Strategy",2017-04-12,Free to Play,609940,KROSMAGA - KROSMAGA
97766,"Adventure, Casual",2017-04-12,9.99,622200,Cursery: The Crooked Man and the Crooked Cat Collector's Edition - Cursery: The Crooked Man and the Crooked Cat Collector's Edition
97768,"Action, Casual, Indie, Massively Multiplayer",2017-04-12,7.99,555830,Vecitas - Vecitas
97775,"Action, Indie, Strategy",2017-04-13,4.99,612150,Conran - The dinky Raccoon - Conran - The dinky Raccoon
97776,Simulation,2017-04-13,9.99,500240,TS Marketplace: Munich to Garmisch Scenario Pack 01 Add-On - TS Marketplace: Munich to Garmisch Scenario Pack 01 Add-On
97777,Simulation,2017-04-13,9.99,500216,TS Marketplace: Köln Koblenz Scenario Pack 01 Add-On - TS Marketplace: Köln Koblenz Scenario Pack 01 Add-On
97778,"Free to Play, Massively Multiplayer, RPG",2017-04-13,Free To Play,414530,Skyforge - Skyforge
97779,"Free to Play, Massively Multiplayer, RPG",2017-04-13,79.99,546372,Skyforge - Master Booster Pack - Skyforge - Master Booster Pack
97780,"Free to Play, Massively Multiplayer, RPG",2017-04-13,14.99,546371,Skyforge - Pro Booster Pack - Skyforge - Pro Booster Pack
97781,"Free to Play, Massively Multiplayer, RPG",2017-04-13,7.99,546370,Skyforge - Starter Booster Pack - Skyforge - Starter Booster Pack
97782,"Free to Play, Massively Multiplayer, RPG",2017-04-13,34.99,546373,Skyforge - Class Booster Pack - Skyforge - Class Booster Pack
97783,"Free to Play, Massively Multiplayer, RPG",2017-04-13,Free,602750,Skyforge - Free Steam Welcome Gift - Skyforge - Free Steam Welcome Gift
97784,"Free to Play, Massively Multiplayer, RPG",2017-04-13,119.99,546374,Skyforge - Costume Booster Pack - Skyforge - Costume Booster Pack
97785,"Action, Free to Play, Massively Multiplayer",2017-04-13,34.99,617001,Warface - Engineer Tournament Pack - Warface - Engineer Tournament Pack
97786,"Action, Free to Play, Massively Multiplayer",2017-04-13,34.99,616840,Warface - Crysis Female Nanosuit Pack - Warface - Crysis Female Nanosuit Pack
97787,"Action, Free to Play, Massively Multiplayer",2017-04-13,34.99,616960,Warface - Crysis Male Nanosuit Pack - Warface - Crysis Male Nanosuit Pack
97788,"Action, Free to Play, Massively Multiplayer",2017-04-13,34.99,616980,Warface - Rifleman Tournament Pack - Warface - Rifleman Tournament Pack
97789,"Action, Free to Play, Massively Multiplayer",2017-04-13,34.99,617000,Warface - Medic Tournament Pack - Warface - Medic Tournament Pack
97790,"Action, Free to Play, Massively Multiplayer",2017-04-13,34.99,616990,Warface - Sniper Tournament Pack - Warface - Sniper Tournament Pack
97791,Adventure,2017-04-13,14.99,554810,The Wild Eternal - The Wild Eternal
97792,"Casual, Indie",2017-04-13,3.99,612890,Link Twin - Link Twin
97793,"Action, Adventure, Indie",2017-04-13,9.99,619280,Gloom - Gloom
97794,"Action, Adventure, Indie",2017-04-13,14.99,489140,Mr. Shifty - Mr. Shifty
97796,"Action, Adventure, Indie",2017-04-13,2.99,620470,Gloom Official Soundtrack - Gloom Official Soundtrack
97797,"Action, Adventure, Indie",2017-04-13,4.99,615260,Mr. Shifty OST - Mr. Shifty OST
97799,"Simulation, Strategy",2017-04-13,6.99,582540,Project Highrise: Las Vegas - Project Highrise: Las Vegas
97801,"Indie, RPG, Simulation, Strategy",2017-04-13,2.99,579270,Ashes of the Singularity: Escalation - Inception DLC - Ashes of the Singularity: Escalation - Inception DLC
97803,"Casual, Indie, Strategy",2017-04-13,9.99,499560,Fourtex Jugo - Fourtex Jugo
97805,"Adventure, Indie, RPG, Early Access",2017-04-13,8.99,615150,Twist of Destiny - Twist of Destiny
97807,"Action, Casual, Indie, Strategy",2017-04-13,1.99,585360,Steampunk Syndicate - Steampunk Syndicate
97808,"Adventure, Indie",2017-04-13,3.99,566190,The Search - The Search
97811,"Indie, RPG",2017-04-13,4.99,587310,Soma Spirits: Rebalance - Soma Spirits: Rebalance
97812,"Casual, Indie, Sports, Strategy",2017-04-17,4.99,600500,LASER STRIKERS - LASER STRIKERS
97813,"Design &amp; Illustration, Web Publishing",2017-04-14,9.99,618661,RPG Maker MV - Medieval Dungeons - RPG Maker MV - Medieval Dungeons
97814,"Design &amp; Illustration, Web Publishing",2017-04-14,4.99,618662,RPG Maker MV - Medieval Bosses - RPG Maker MV - Medieval Bosses
97815,"Design &amp; Illustration, Web Publishing",2017-04-14,4.99,618663,RPG Maker MV - Time Fantasy: Winter Tiles - RPG Maker MV - Time Fantasy: Winter Tiles
97816,"Design &amp; Illustration, Web Publishing",2017-04-14,13.99,618664,RPG Maker MV - Spanish Guitar Strings - RPG Maker MV - Spanish Guitar Strings
97817,"Action, Indie",2017-04-14,6.99,527380,Captain Kaon - Captain Kaon
97818,"Action, Indie, Massively Multiplayer",2017-06-13,4.99,564210,Fishermurs - Fishermurs
97819,"Adventure, Casual",2017-04-14,9.99,622550,Final Cut: Encore Collector's Edition - Final Cut: Encore Collector's Edition
97820,"Action, Adventure, Casual, Indie, Strategy",2017-04-14,5.99,603250,My Own Little Planet - My Own Little Planet
97822,"Action, Adventure, RPG",2017-04-14,6.99,580950,Arcane Maelstrom - Arcane Maelstrom
97823,"Casual, Sports",2017-04-14,1.99,616240,Premium Pool Arena - Premium Pool Arena
97825,"Indie, RPG, Strategy",2017-04-17,7.99,586750,Sonny - Sonny
97826,"Action, Adventure",2017-04-18,14.99,545980,Voodoo Vince: Remastered - Voodoo Vince: Remastered
97827,Action,2017-04-17,4.99,569692,Toukiden 2 - Mission Collection Set 4 - Toukiden 2 - Mission Collection Set 4
97828,"Casual, Indie, RPG",2017-04-18,10.99,607670,Puzzle Guardians - Puzzle Guardians
97830,"Action, Indie",2017-04-18,7.99,568840,GunHero - GunHero
97834,Adventure,2017-04-18,24.99,579950,Marvel's Guardians of the Galaxy: The Telltale Series - Marvel's Guardians of the Galaxy: The Telltale Series
97835,Adventure,2017-04-18,14.99,228360,Full Throttle Remastered - Full Throttle Remastered
97837,Strategy,2000-10-20,5.99,572050,Call to Power II - Call to Power II
97839,Adventure,1993-08-11,5.99,585240,Return to Zork - Return to Zork
97840,Adventure,1996-02-29,5.99,569220,Spycraft: The Great Game - Spycraft: The Great Game
97841,RPG,2000-06-07,5.99,559680,Vampire: The Masquerade - Redemption - Vampire: The Masquerade - Redemption
97842,Adventure,1989-07-14,5.99,570580,Zork Anthology - Zork Anthology
97843,Adventure,1997-10-31,5.99,570680,Zork: Grand Inquisitor - Zork: Grand Inquisitor
97846,"Action, Adventure, Indie, Racing",2017-04-18,9.99,532170,WaveLand - WaveLand
97847,"Casual, Indie, Racing, Sports, Early Access",2017-04-18,Free To Play,592780,Bang Bang Car - Bang Bang Car
97849,"Racing, Simulation, Sports",2017-04-18,Free,592830,Ride 2 Free Bikes Pack 6 - Ride 2 Free Bikes Pack 6
97850,Simulation,2017-04-19,29.99,582578,X-Plane 11 - Add-on: Aerosoft - Airport Zurich V2 - X-Plane 11 - Add-on: Aerosoft - Airport Zurich V2
97851,"Action, Strategy",2017-04-19,14.99,410900,Forts - Forts
97852,"Action, Casual, Indie, Racing, Sports",2017-04-19,1.99,612430,Epic Mayhem - Epic Mayhem
97853,"Action, RPG",2017-04-19,4.99,624840,SpellForce 2 Soundtrack - SpellForce 2 Soundtrack
97854,Simulation,2017-04-19,16.99,556223,FSX Steam Edition: Discover USA Add-On - FSX Steam Edition: Discover USA Add-On
97856,"Adventure, Indie",2017-04-19,14.99,558110,Odyssey - The Next Generation Science Game - Odyssey - The Next Generation Science Game
97857,Strategy,2017-04-19,3.99,614880,Battle for Enlor - Battle for Enlor
97861,"Adventure, Casual, Simulation",2017-04-20,4.99,584880,Pixel Sand - Pixel Sand
97862,"Casual, Indie, Simulation",2017-04-20,5.99,598940,Doodle Mafia - Doodle Mafia
97863,"Action, Free to Play, Massively Multiplayer, Early Access",2017-04-20,Free to Play,607200,Tanki X - Tanki X
97864,"Action, Casual, Indie, Early Access",2017-04-20,19.99,263720,Brawlout - Brawlout
